Date,Price_compare,Ethereum_Close,Ethereum_Volume,Ethereum_Open,Ethereum_High,Ethereum_Low,Silver_Close,Silver_Volume,Silver_Open,Silver_High,Silver_Low,S&P_Close,S&P_Volume,S&P_Open,S&P_High,S&P_Low,Gold_Close,Gold_Volume,Gold_Open,Gold_High,Gold_Low,30_year_Close,30_year_Volume,30_year_Open,30_year_High,30_year_Low
10/19/20,Down,379.95,N/A,372.87,380.14,377.68,24.698,62583,24.29,25.12,24.215,#N/A,#N/A,#N/A,#N/A,#N/A,1911.7,155479,1903.2,1923.4,1900.2,174.5,288198,174.75,174.8438,173.9375
10/16/20,UP,367.51,N/A,377.86,368.28,363.18,24.405,50140,24.43,24.66,24.185,3432.2,2,3483,3483,3483,1906.4,144094,1912.7,1918.7,1901.1,174.9062,281829,175.0938,175.5625,174.5
10/15/20,Down,377.24,N/A,376.66,379.6,375.9,24.224,70895,24.37,24.44,23.65,3475.4,5,3445.3,3445.4,3437.1,1908.9,205615,1906,1913.2,1892.7,175.25,327440,175.25,176.3125,175
10/14/20,UP,376.75,N/A,382.14,379.2,375.44,24.395,62163,24.24,24.725,23.93,3480.9,4,3500.7,3505.3,3495.8,1907.3,185374,1895.4,1917.5,1885,175.375,236504,175.1562,175.375,175.1875
10/13/20,Down,382.98,N/A,383.02,384.8,380.71,24.129,91366,25.24,25.31,24.015,3504.8,4,3511.8,3519.5,3511.8,1894.6,260044,1927.3,1930.6,1889.3,175.1875,262107,174.375,175.25,174.25
10/12/20,Down,383.73,N/A,373.89,387.06,382.33,25.271,69132,25.28,25.71,24.905,3532.8,3,3484.3,3498.1,3484.3,1928.9,155906,1935,1939.4,1923.8,174.375,63362,174.0938,174.4375,174
10/9/20,UP,376.76,N/A,350.82,377.97,364.57,25.108,73241,23.97,25.33,23.965,3473.3,16,3450.3,3451.9,3450.3,1926.2,224808,1898.4,1936.8,1898,174.0312,306017,173.75,174.1562,173.9688
10/8/20,UP,350.34,N/A,339.16,351.32,348.29,23.876,45989,23.925,24.355,23.775,3424.8,4,3426.7,3426.7,3424.8,1895.1,179968,1890.6,1905.3,1885.3,174.1875,298142,173.5938,174.3125,173.5625
10/7/20,UP,339.24,N/A,338.39,341.94,338.4,23.896,57886,23.16,24.12,23.09,3406.8,6,3363.8,3380.2,3363.8,1890.8,183295,1882.6,1902.4,1877.1,173.6562,343876,174.875,175,173.3125
10/6/20,UP,337.78,N/A,353.55,340.61,334.11,23.921,70956,24.52,24.65,22.965,3353.2,N/A,3353.2,3353.2,3353.2,1908.8,172605,1917.8,1927,1902.9,174.6875,488386,173.75,174.9375,174.4375
10/5/20,Down,353.76,N/A,354.22,354.73,351.95,24.56,49226,24.075,24.675,24.01,3392.9,N/A,3392.9,3392.9,3392.9,1920.1,176090,1910.9,1924.9,1902.5,174.2188,348295,175.6875,174.0625,173.6875
10/2/20,UP,348.24,N/A,352.83,348.69,343.74,24.029,65809,23.9,24.355,23.58,3339.2,9,3361.2,3361.2,3304.7,1907.6,209696,1911,1923.6,1895.2,175.9062,396859,176.2188,177,175.5938
10/1/20,Down,352.13,N/A,362.24,353.61,350.18,24.254,69981,23.355,24.32,23.325,3367.7,N/A,3367.7,3367.7,3367.7,1916.3,257047,1891.2,1917.9,1890,176.3438,380374,176.0938,176.5625,176.125
9/30/20,Down,362.29,N/A,355.75,363.36,358.78,23.494,89045,24.505,24.505,23.235,3352,8,3316.3,3331.9,3303.2,1895.5,256446,1903.2,1908.2,1885.8,176.2812,504356,177.0938,177.2812,175.4375
9/29/20,UP,355.89,N/A,353.67,359.91,355.35,24.445,76907,23.805,24.545,23.51,3297.9,N/A,3297.9,3297.9,3297.9,1903.2,213482,1886.4,1904.8,1880.8,177.2188,210811,177.0625,177.375,176.8438
9/28/20,UP,353.32,N/A,357.82,355.46,352.09,23.604,77561,22.995,23.86,22.61,3297.9,N/A,3297.9,3297.9,3297.9,1882.3,232907,1862.7,1888.2,1851.1,176.8438,166456,177.125,177.1875,176.5938
9/25/20,UP,351.83,N/A,345.1,353.51,350.21,23.093,92164,23.24,23.415,22.52,3287.3,2,3238.8,3238.8,3210.7,1866.3,226076,1872.7,1879.3,1854.1,177.0312,214370,176.875,177.2812,176.625
9/24/20,UP,345.97,N/A,325.05,349.83,345.92,23.196,157037,22.875,23.44,21.81,3238,8,3228.4,3228.4,3217,1876.9,338361,1866.9,1880.9,1851,176.9688,282856,176.5938,177,176.375
9/23/20,UP,324.78,N/A,341.64,326.04,317.27,23.105,149462,24.525,24.62,22.725,3231.2,16,3295.3,3307.9,3295.3,1868.4,402011,1905.1,1909.9,1856,176.4688,261128,176.5,176.9688,175.9375
9/22/20,Down,341.82,N/A,343.16,344.12,341.17,24.523,107856,24.785,25.3,23.91,3299.3,N/A,3299.3,3299.3,3299.3,1907.6,279441,1918.1,1925.5,1898.9,176.6875,224004,176.625,176.8125,176.2188
9/21/20,Down,343.17,N/A,374.93,344.9,338.28,24.387,176173,27.005,27.13,23.78,3275.1,13,3310.8,3310.8,3277.2,1910.6,380526,1957.3,1962.9,1885.4,176.5312,280553,176.0625,177.2812,176.0625
9/18/20,Down,382.35,N/A,387.56,385.28,381.61,27.129,52391,27.285,27.58,26.87,3316.2,43,3346.7,3362,3346.4,1962.1,174242,1951.1,1968.2,1951.1,176,216435,176.3125,176.875,175.9062
9/17/20,Down,387.14,N/A,376.93,392.21,385.88,27.1,93485,27.345,27.4,26.405,3351,4,3347.1,3347.1,3347.1,1949.9,263192,1967.6,1969.3,1938.2,176.4688,312495,176.0938,177.4375,176.0938
9/16/20,UP,378.77,N/A,359.19,384.4,363.54,27.476,63279,27.35,27.705,27.055,3379.4,18,3394.2,3412,3394.1,1970.5,287073,1961.4,1983.8,1957.2,176.2188,278827,176.4375,177.125,175.875
9/15/20,UP,358.9,N/A,376.16,364.57,355.18,27.464,59641,27.38,27.865,27.195,3395,25,3382,3393,3382,1966.2,232698,1966.2,1982.4,1955.6,176.5,257271,176.5938,176.75,176.0938
9/14/20,Down,376.13,N/A,366.05,381.67,374.64,27.355,50898,26.91,27.545,26.85,#N/A,#N/A,#N/A,#N/A,#N/A,1963.7,196763,1948.9,1972.5,1945.2,176.6875,188762,176.625,177.0625,176.3125
9/11/20,UP,369.38,N/A,357.81,374,368.61,26.857,59509,27.035,27.235,26.76,3372.2,N/A,3372.2,3372.2,3372.2,1947.9,202859,1953.8,1959,1945.7,176.5938,225882,176.375,176.6875,175.8125
9/10/20,UP,358.29,N/A,369.82,371.54,358.12,27.291,85482,27.185,27.07,26.9,3340.6,2,3387,3387,3386.9,1964.3,268963,1955.3,1954.9,1949.9,176.25,331062,175.7188,176.4688,175
9/9/20,Down,369.47,N/A,333.96,370.46,350.86,27.083,58920,26.905,27.325,26.565,3400.3,2,3345.7,3355.6,3345.7,1954.9,224190,1939.4,1959.7,1926.3,175.7188,290788,176.5,177,175.5312
9/8/20,UP,332.83,N/A,349.24,340.86,331.12,26.991,138765,27.04,27.385,25.985,3335.5,9,3401,3401,3372.8,1943.2,412083,1938,1948.3,1911.7,176.2812,320547,175.4062,176.9688,175.125
9/4/20,Down,388.18,N/A,384.69,394.12,384.88,26.712,114122,26.765,27.195,26.455,3417.6,23,3446.7,3469,3446.7,1934.3,300921,1938,1945.9,1923,175.375,346478,177.5,176.8438,175.25
9/3/20,UP,384.74,N/A,442.75,390.96,376.73,26.875,122922,27.635,27.89,26.63,3461.5,2,3567.1,3567.2,3567.1,1937.8,300282,1948.9,1956.6,1927.2,177.875,315532,177.1875,178.5312,176.7812
9/2/20,Down,441.27,N/A,470.06,466.4,438.08,27.395,123599,28.385,28.54,27.275,3579.2,6,3539.4,3539.4,3539.4,1944.7,326130,1976.8,1980.4,1938.9,177.2188,298264,176.375,177.3438,175.875
9/1/20,Down,471.57,N/A,443.41,478.8,465.98,28.645,113442,28.43,29.235,27.835,3526.9,6,3504.6,3504.6,3504.6,1978.9,300227,1973.7,2001.2,1969.2,176.3438,330210,175.4062,176.4688,174.6562
8/31/20,UP,443.36,N/A,425.2,443.81,429.65,28.594,89757,27.83,28.65,27.79,3498.9,N/A,3498.9,3498.9,3498.9,1978.6,242577,1973.9,1985.8,1962.3,175.7188,429963,174.9688,175.8125,174.1875
8/28/20,UP,394.52,N/A,387.45,395.89,391.97,27.79,101673,27.265,27.99,27.05,3504.4,N/A,3504.4,3504.4,3504.4,1974.9,329609,1937.5,1983,1928.2,174.7812,308392,174.4688,175.25,173.5
8/27/20,UP,386.73,N/A,384.4,388.55,379.8,27.198,109158,27.775,28.195,26.705,3485.3,N/A,3485.3,3485.3,3485.3,1932.6,461990,1963,1987,1914.7,174.75,545362,176.4062,177.4375,174.4688
8/26/20,UP,384.65,N/A,386.21,389.15,383.04,27.604,61890,26.76,27.795,26.31,3480.3,7,3444.7,3444.7,3443.8,1952.5,338049,1939,1963.4,1908.4,178.1562,693941,178.4062,178.4688,177.375
8/25/20,Down,384.69,N/A,401.46,387.7,377.69,26.426,35088,26.81,27.015,26.29,3442.9,N/A,3442.9,3442.9,3442.9,1923.1,271641,1935.9,1944.1,1919.1,178.5312,772335,179.2188,179.2812,177.5938
8/24/20,Down,402.08,N/A,393.04,409.02,400.64,26.768,35393,27.04,27.495,26.48,3427.5,1,3420.4,3420.4,3420.4,1939.2,284540,1947.9,1970.3,1930.8,179.4375,378566,179.6875,180.0625,179.1562
8/21/20,UP,384.91,N/A,415.93,388.19,379.96,26.877,36796,27.5,27.775,26.25,3372.7,N/A,3372.7,3372.7,3372.7,1947,352773,1955.6,1963.1,1916.6,179.5938,312900,179.125,179.875,178.875
8/20/20,Down,414.28,N/A,407.19,418.72,409.83,27.301,25328,26.92,27.77,26.81,3372.7,N/A,3372.7,3372.7,3372.7,1946.5,378970,1934.4,1963.1,1928.9,179.3438,324523,178.2188,179.5,178.2188
8/19/20,UP,408.02,N/A,415.82,415.16,406.65,27.486,32940,27.98,28.27,26.685,3372.7,N/A,3372.7,3372.7,3372.7,1970.3,440405,2010.5,2015.6,1930.5,178.4375,352008,178.8438,179.4062,178
8/18/20,Down,417.19,N/A,429.88,426.65,416.35,28.243,32283,27.805,28.775,27.36,3392.6,6,3386.3,3387,3386.3,2013.1,358272,1993.6,2024.6,1985.2,178.8125,258329,178.25,179.0312,178.1875
8/17/20,Down,429.52,N/A,425.82,433.65,428.13,27.834,27387,26.755,27.88,26.1,#N/A,#N/A,#N/A,#N/A,#N/A,1998.7,285580,1956.4,2000.8,1939.1,178.3438,254529,177.8438,178.75,177.6875
8/14/20,Down,438.73,N/A,421.08,442.7,435.82,26.089,220726,27.62,27.885,25.78,3379.8,1,3372.7,3372.7,3372.7,1949.8,237092,1963.8,1970,1939.1,177.8438,272432,177.6875,178.4688,177.6562
8/13/20,UP,421.53,N/A,394.5,429.93,418.37,27.718,240661,25.63,27.855,25.355,3370.1,N/A,3370.1,3370.1,3370.1,1970.4,346000,1927.3,1974.8,1923,177.8125,371998,178.625,179.625,177.5
8/12/20,UP,393.41,N/A,377.14,394.67,386.56,25.979,236748,24.9,26.355,23.58,3370.1,N/A,3370.1,3370.1,3370.1,1949,450394,1921.6,1961,1874.2,178.7812,363503,179.5,179.9688,178.25
8/11/20,UP,376.63,N/A,394.25,380.49,372.66,26.049,347002,29.235,29.44,24.48,3367.7,11,3375.6,3375.6,3371.1,1946.3,556617,2038.4,2040.5,1911.3,179.125,401587,181.1562,181.3125,179.0312
8/10/20,Down,393.84,N/A,397.07,398.13,393.28,29.261,233506,28.525,29.53,27.96,3352.7,1,3346.2,3346.2,3346.2,2039.7,248644,2044.8,2060.8,2027.8,181.2812,193931,181.4688,182,181.0625
8/7/20,UP,378.28,N/A,395.62,382.67,376.38,27.54,276165,29.025,29.275,27.43,3344.8,1,3341.3,3341.3,3341.3,2028,391017,2076.4,2082.1,2024.8,181.5938,270454,182.2812,182.8125,181.4062
8/6/20,Down,395.91,N/A,395.64,398.14,394.04,28.4,231393,27.105,29.2,26.935,3344.3,N/A,3344.3,3344.3,3344.3,2069.4,307517,2055,2081.8,2049,182.25,258487,181.875,183.1875,181.7188
8/5/20,UP,395.63,N/A,389.24,403.18,394.91,26.89,209091,26.29,27.25,25.64,3316,25,3315,3315,3314.9,2049.3,361949,2037,2070.3,2027.5,182.0938,279275,182.9688,183,181.6562
8/4/20,UP,388.81,N/A,390.94,391.89,384.84,26.028,153133,24.49,26.26,24.24,3299.9,1,3288.9,3288.9,3288.9,2021,269790,1993.5,2037.7,1982.6,182.7812,211480,181.7812,183,181.5938
8/3/20,Down,389.43,N/A,379.28,402.01,385.86,24.417,77403,24.68,25.275,24.16,3288.4,N/A,3288.4,3288.4,3288.4,1986.3,176729,1997.4,2009.5,1975.2,181.5938,260643,182.4062,182.5312,181.2812
7/31/20,UP,352.68,N/A,329.05,352.68,343.33,24.216,137357,23.625,24.67,23.41,3263.5,1,3258.7,3258.7,3258.7,1985.9,275460,1973.6,2005.4,1971.4,182.2812,348208,182.125,182.8125,181.6562
7/30/20,UP,330.22,N/A,316.24,336.35,329.05,23.362,151041,24.45,24.58,23,3248.8,2,3244.6,3245,3244.6,1966.8,268606,1986.4,1987.3,1952.3,182.3125,225856,181.375,182.4688,181.3125
7/29/20,UP,316.67,N/A,316.51,319.4,315.62,24.321,137360,24.58,25.12,23.435,3252.4,43,3217.6,3255.2,3217.6,1976.7,191033,1971.9,1998.4,1955.7,181.2812,209388,181.5,181.625,180.9062
7/28/20,UP,316.34,N/A,319.14,318.81,312.64,24.3,250138,24.7,26.275,22.46,3213,N/A,3213,3213,3213,1963.9,154485,1963.2,2000,1927.5,181.4375,227592,180.4688,181.5938,179.9375
7/27/20,Down,318.05,N/A,325.15,326.53,316.3,24.501,183880,22.97,24.82,22.94,3232.2,1,3217.1,3217.1,3217.1,1955.4,127487,1929,1971.3,1926.8,180.6562,203213,181,181.6562,180.4062
7/24/20,UP,283.36,N/A,272.94,284.35,279.33,22.85,110586,22.835,23.185,22.58,3203.9,N/A,3203.9,3203.9,3203.9,1897.5,288088,1884.9,1904.6,1880.5,181.0312,239887,181.2812,181.9375,180.7188
7/23/20,UP,273.22,N/A,263.85,275.31,272.16,22.988,179598,23.405,23.67,22.475,3227.6,3,3266.7,3284,3266.7,1890,400358,1871.6,1897.7,1863.1,181.0938,237140,180.5312,181.3125,180.5
7/22/20,UP,263.83,N/A,244.47,265.51,262.57,23.144,198641,21.7,23.42,21.68,3265.6,N/A,3265.6,3265.6,3265.6,1865.1,376705,1842.8,1871.8,1842.1,180.625,226481,180.3438,181,180.25
7/21/20,UP,244.56,N/A,237.07,245.66,243.51,21.557,139272,20.34,21.725,20.315,3251.3,5,3270,3270,3267.3,1843.9,265677,1819.6,1844.9,1817.2,180.2812,179098,180.25,180.625,179.8438
7/20/20,UP,237.03,N/A,238.69,237.5,235.67,20.192,76261,19.765,20.34,19.655,3213.9,N/A,3213.9,3213.9,3213.9,1817.4,173983,1812.3,1823.4,1806.6,180,171818,179.6875,180.4688,179.6875
7/17/20,UP,232.96,N/A,233.17,233.36,232.4,19.764,53671,19.535,19.79,19.355,3213.9,N/A,3213.9,3213.9,3213.9,1810,162684,1796.9,1813.9,1795.2,179.7188,147076,180.0625,180.5625,179.5938
7/16/20,UP,232.91,N/A,238.48,234.44,232.8,19.573,52546,19.82,19.87,19.475,3245.2,6,3222.2,3222.2,3199.3,1800.3,190841,1813.1,1816.2,1794.1,180.2188,169052,179.6562,180.4688,179.5
7/15/20,Down,238.47,N/A,239.33,239.47,237.98,19.761,54929,19.645,19.845,19.525,3227.2,480,3206.1,3227.2,3198.8,1813.8,179267,1811.1,1819.5,1804,179.7188,209618,179.75,180.1875,179.0938
7/14/20,Down,239.75,N/A,238.77,241.36,239.75,19.53,71583,19.495,19.685,19.495,3183.6,N/A,3183.6,3183.6,3183.6,1813.4,235992,1810.9,1813.6,1809.6,180.2812,241791,180.0938,180.75,179.7812
7/13/20,UP,238.97,N/A,241.71,240.21,238.52,19.788,83442,19.08,19.81,19.08,3148.2,11,3183.7,3202,3183.7,1814.1,218006,1803.4,1818.8,1802.1,179.625,209845,179.5938,180.2188,178.9688
7/10/20,Down,240.46,N/A,240.54,241.64,240.25,19.053,60338,19.025,19.195,18.91,3178.4,1,3127.3,3127.3,3127.3,1801.9,208264,1808.4,1817,1796.5,179.8125,261710,180.1562,181.4375,179.5312
7/9/20,UP,240.12,N/A,244.79,242.17,239.99,18.962,100545,19.15,19.445,18.83,3141.1,N/A,3141.1,3141.1,3141.1,1803.8,265280,1818.8,1825.5,1799.6,180.375,308868,178.625,180.5625,178.5938
7/8/20,Down,244.8,N/A,241.91,246.96,243.33,19.161,80426,18.625,19.215,18.585,3163.4,3,3146.3,3146.3,3138,1820.6,232708,1807.9,1829.8,1803.8,178.9375,211969,179.2188,179.2812,178.4375
7/7/20,UP,241.49,N/A,239.42,242.28,238,18.699,68464,18.585,18.72,18.235,3136.4,1,3146.8,3146.8,3146.8,1809.9,217229,1793.9,1810.8,1781.2,179,193087,178.0312,179.375,177.7812
7/6/20,UP,239.58,N/A,227.89,243.43,238.17,18.582,51126,18.335,18.78,18.245,#N/A,#N/A,#N/A,#N/A,#N/A,1793.5,140564,1787,1799,1779.2,177.9688,165006,178.125,178.5625,177.1875
7/2/20,UP,228.34,N/A,227.57,232.04,227.94,18.322,48212,18.285,18.4,17.995,3171.9,26,3099.7,3143,3099.7,1790,181017,1779,1791.7,1766.3,178.2812,199426,178.2812,178.5625,177.2812
7/1/20,Down,231.06,N/A,225.45,232.04,230.62,18.218,84985,18.58,18.85,18.095,3079.4,3,3079.2,3080.3,3079.2,1779.9,258541,1798.9,1807.7,1767.9,178.125,268371,178.4688,178.5,177.4688
6/30/20,UP,225.16,N/A,227.02,225.93,224.33,18.637,71444,18.605,18.655,18.52,3090.2,N/A,3090.2,3090.2,3090.2,1800.5,190351,1799.2,1801.4,1795.5,178.5625,306603,179.3125,179.5312,178.2188
6/29/20,Down,227.17,N/A,224.69,228.57,226.95,18.064,48885,18.11,18.285,17.935,3047.7,2,3019.6,3019.7,3019.6,1781.2,128441,1789.2,1790.4,1776.5,179.0312,209054,179.0312,179.3125,178.7812
6/26/20,Down,229.74,N/A,232.36,230.06,228.77,18.168,35638,18.075,18.255,17.68,3006.9,N/A,3006.9,3006.9,3006.9,1780.3,195963,1774.8,1786.2,1754,179.0938,213837,179.1562,179.2188,178.9688
6/25/20,Down,232.61,N/A,229.67,233.5,231.23,18.051,23263,17.72,18.085,17.65,3040.7,34,3031.7,3040.7,3011.8,1770.6,148788,1772.3,1779.6,1764.1,178.2188,228047,178.0625,178.625,177.8438
6/24/20,UP,228.94,N/A,245.37,235.29,227.99,17.811,24838,18.275,18.425,17.595,3049,5,3126.8,3126.8,3106.3,1775.1,230610,1784.4,1796.1,1770.6,177.875,254543,176.8125,178.125,176.4062
6/23/20,Down,244.92,N/A,242.72,245.91,242.97,18.239,30579,17.935,18.31,17.905,3118.5,2,3134.2,3134.2,3134.2,1782,190018,1764.9,1786.8,1758.3,176.9375,189918,177.1875,177.9375,176.5
6/22/20,UP,242.79,N/A,234.25,244.67,240.94,18.074,18925,18.08,18.36,17.95,3110.7,14,3079,3093.2,3079,1766.4,219460,1765.8,1779,1753.5,177.2188,159487,177.4375,178.0312,177.0938
6/19/20,UP,230.19,N/A,227.79,230.96,228.78,18.022,13110,17.66,18.205,17.64,3059.4,166,3111.3,3137,3111.3,1753,174981,1729.8,1760.9,1728.3,177.2812,188520,176.9062,177.5625,176.0625
6/18/20,UP,227.44,N/A,233.63,231.51,226.97,17.67,10696,17.86,18.07,17.565,3097.9,N/A,3097.9,3097.9,3097.9,1731.1,152628,1735.5,1749.2,1722.7,177.4062,193613,175.9688,177.4688,175.9375
6/17/20,Down,233.84,N/A,233.11,234.69,233.07,17.775,42829,17.63,17.815,17.515,3107.1,4,3135.8,3135.8,3128.1,1735.6,137879,1735.3,1739.3,1717.3,176.1875,227345,175.5625,176.4062,175.2812
6/16/20,UP,233.19,N/A,233.23,235.64,232.34,17.652,64317,17.52,17.79,17.465,3040.9,N/A,3040.9,3040.9,3040.9,1736.5,177702,1732.3,1741.3,1721.8,175.6875,331551,176.875,176.9062,174.9062
6/15/20,UP,233.07,N/A,225.95,233.66,228.99,17.399,73661,17.56,17.63,17.015,2988,N/A,2988,2988,2988,1727.2,195205,1740.7,1743.8,1706.2,177.3125,201495,177.3438,178.4375,176.8125
6/12/20,Down,236.04,N/A,233.6,237.92,235.82,17.482,59673,17.755,17.87,17.47,2953.3,N/A,2953.3,2953.3,2953.3,1737.3,148176,1733.6,1753,1728.2,177.1875,235599,178.0625,178.2812,176.6875
6/11/20,UP,233.66,N/A,248.21,234.19,228.62,17.889,87756,18.335,18.39,17.6,3010.3,72,3184.7,3184.7,3102.6,1739.8,202214,1746.6,1754.9,1727.5,178.3438,339243,176.125,178.4062,176.125
6/10/20,Down,248.2,N/A,243.89,249.77,247.81,17.796,85513,17.74,18.405,17.685,3186,70,3211.2,3222.8,3183.2,1720.7,195593,1718.9,1749.4,1714.1,175.9062,262997,174.375,176.2812,174.2188
6/9/20,UP,243.92,N/A,243.19,244.71,243.49,17.794,52027,17.945,17.99,17.685,3205.4,317,3224.7,3224.7,3190.7,1721.9,178128,1703.9,1729.4,1697.6,174.3125,244912,173.0312,174.9688,173
6/8/20,UP,243.28,N/A,244.09,249.45,240.18,17.893,57640,17.545,17.98,17.495,3227.5,176,3196.2,3227.3,3188.2,1705.1,151461,1686.7,1707.6,1680.7,172.875,218727,172.5625,173.4062,171.7188
6/5/20,UP,240.14,N/A,243.11,241.36,238.38,17.479,82974,18.02,18.05,17.375,3186.8,133,3114.4,3187.5,3114.4,1683,267086,1720.8,1723.2,1671.7,172.5,456073,173.875,174.4688,170.9375
6/4/20,Down,240.3,N/A,238.05,246.41,238.5,18.061,54247,17.965,18.13,17.785,3110.5,71,3113.9,3125.5,3096,1727.4,193873,1702.8,1729,1698.9,174,306616,175.7812,176.0312,173.7812
6/3/20,Down,245.73,N/A,235.81,246.41,243.31,17.958,70257,18.395,18.405,17.675,3117.7,43,3076.8,3118.5,3076.4,1704.8,249036,1733.7,1738.9,1690.3,175.5,306389,177.1875,177.375,175.0938
6/2/20,UP,235.9,N/A,247.23,238.6,235.43,18.26,75982,18.85,18.9,18.115,3076.9,226,3051.3,3068,3036.2,1734,172030,1750.3,1757,1728,177.3438,175207,177.6562,178.0312,176.9375
6/1/20,Down,247.23,N/A,238.77,248.75,245.8,18.827,60748,18.635,18.95,18.455,3054,129,3033.5,3054.3,3009.1,1750.3,142807,1749.8,1761,1737.6,177.75,215315,178.375,178.8125,177.0625
5/29/20,UP,221.75,N/A,221.71,221.75,218.86,18.44,25,17.865,17.865,17.865,3042,79,3035.3,3057.6,3014.7,1736.9,1406,1718.8,1738.3,1715.1,178.375,370617,177.3125,178.5,177.3125
5/28/20,Down,222.01,N/A,206.43,224.52,220.12,17.967,58267,17.8,18.11,17.685,3038.1,20,3035.4,3048.8,3033.1,1728.3,159174,1725,1743.7,1720,177.0625,271273,177.625,178,176.75
5/27/20,UP,206.57,N/A,201.73,208.61,206.36,17.757,63867,17.56,17.86,17.225,3035.4,104,2992.9,3032.4,2991.7,1726.8,156746,1724.1,1729.1,1701.6,179.4688,542764,178.9062,179.9062,178.1562
5/26/20,UP,201.9,N/A,204.52,202.35,200.85,17.595,75619,17.625,18.04,17.37,2994.4,76,2985.4,3016.2,2950.5,1728.2,146582,1746.3,1755.6,1721.2,178.9688,741010,180.2812,180.4688,178.8125
5/22/20,Down,209.51,N/A,197.45,211.03,207.35,17.664,52,17.385,17.69,17.385,2952.9,37,2941.8,2950.2,2904.4,1734.6,6,1726.6,1726.7,1726.6,180.25,336213,179.8125,181.125,179.75
5/21/20,UP,197.56,N/A,209.28,199.9,196.68,17.364,72242,18.055,18.06,17.26,2936.9,27,2971.5,2971.5,2944.3,1721.9,225941,1751.7,1751.7,1715.3,179.7188,412557,179.4688,180.25,179.4062
5/20/20,Down,209.37,N/A,213.01,211.58,209.23,18.002,25,18.025,18.04,17.93,2968.5,58,2910.8,2955.7,2910.8,1750.6,16,1751.6,1752.1,1745.6,179.625,336589,179.1562,179.875,178.5312
5/19/20,Down,212.74,N/A,210.38,214.65,212.61,17.901,64725,17.37,18.01,17.34,2918.8,37,2945.3,2964.7,2915.1,1745.6,181673,1734.8,1751.6,1727.2,178.625,223258,178.4375,179.1562,177.8125
5/18/20,UP,210.16,N/A,215.04,215,210.16,17.468,89571,17.225,17.985,17.125,2947.9,102,2854.9,2929.6,2854.9,1734.4,264848,1757.5,1775.8,1729.3,178.1562,229246,181.0312,181.125,178.0625
5/15/20,UP,198.82,N/A,199.58,199.68,193.48,17.046,57,16.54,16.975,16.505,2846.4,39,2847.2,2857.6,2815.3,1753.4,719,1739.7,1751.4,1739.7,180.9375,208907,181.5625,182.4688,180.7188
5/14/20,Down,199.95,N/A,199.12,204.02,197.65,16.156,50350,15.755,16.225,15.66,2846.9,123,2821.9,2848.8,2780.7,1740.9,208601,1723.1,1746.5,1716,181.625,267739,180.4688,182.0625,180.375
5/13/20,UP,198.74,N/A,190.8,200.78,196.91,15.671,41549,15.625,15.91,15.545,2813.1,47,2837.9,2874.7,2818.4,1716.4,204533,1705,1726.5,1701.6,180.6562,291569,180.0625,181.0625,179.875
5/12/20,UP,190.82,N/A,188.49,191.38,189.42,15.709,34576,15.7,15.88,15.525,2852.6,112,2920.1,2935.4,2842.9,1706.8,182675,1700,1716.7,1693.5,179.8125,238450,178.8438,180.2812,178.5938
5/11/20,UP,188.47,N/A,188.6,189.12,185.72,15.68,36366,15.755,15.92,15.51,2922.8,61,2918.1,2943.3,2893.2,1698,184455,1706,1713.8,1692.1,178.5,209372,179.6875,179.8125,178.4688
5/8/20,Down,213.52,N/A,213.12,214.5,209.67,15.74,59,15.555,15.8,15.5,2928.4,70,2898.4,2917.1,2896.8,1709.9,330,1726.2,1728.9,1703.8,179.6875,220876,180.7188,181.75,179.5312
5/7/20,UP,213,N/A,206,216.44,211.21,15.59,46748,14.92,15.695,14.92,2880,68,2835.8,2881.9,2827,1725.8,233381,1686,1733.2,1683.9,181.125,294240,179.0312,181.3438,178.6875
5/6/20,UP,205.67,N/A,206.76,207.92,197.36,15.015,37692,15.115,15.39,14.84,2833.4,107,2862.7,2881.8,2843.7,1688.5,196313,1714.1,1716.6,1683,178.7188,262960,180.1875,180.25,178.0312
5/5/20,Down,207.47,N/A,206.07,208.74,202.21,15.11,31059,14.845,15.2,14.76,2858.3,111,2831.7,2864.5,2827.8,1710.6,179577,1711,1717.8,1695.4,180.2812,170718,180.75,180.8438,179.6562
5/4/20,UP,206.33,N/A,203.61,208.53,205,14.796,35583,15.075,15.225,14.76,2825.3,110,2786.6,2824.2,2775.4,1713.3,146307,1711.2,1726,1700.3,180.7188,174309,180.6562,180.9688,180.5312
5/1/20,Down,213.24,N/A,209.97,213.37,211.25,14.863,102,15.005,15.045,14.855,2821.7,93,2869.2,2877.7,2839.5,1694.5,337,1686.6,1701.5,1670.5,180.6562,172048,180.7188,181.7812,180.25
4/30/20,UP,208.09,N/A,218.64,210.29,206.06,14.973,62704,15.53,15.94,14.85,2902.4,168,2954.4,2954.4,2880.1,1694.2,228730,1729.6,1737,1687.5,181.0312,310098,181.2188,182.1562,180.2812
4/29/20,Down,224.41,N/A,198.04,224.41,214.36,15.16,5284,15.215,15.47,15.125,2941,92,2864.3,2957.7,2861.6,1703.4,373,1710,1713.5,1702,181.375,187171,181.9375,182.625,181.0312
